URL,Title,HTTP Status,Total Links,Page Authority,Number of Linking Root Domains,Facebook Shares,Facebook Likes,Twitter Shares,Google +1 Shares
http://www.finedesigns.com/organizations/naia.html?ATCLID=205302719&SPSID=646949&SPID=100400&DB_LANG=C&DB_OEM_ID=27900,"",No Data,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=206169607&SPSID=640690&SPID=96226&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=207569366&SPSID=640674&SPID=96225&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=209214564&SPSID=647496&SPID=98900&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=209261548&SPSID=647496&SPID=98900&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=209266478&SPSID=647496&SPID=98900&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=209270948&SPSID=647496&SPID=98900&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=209278560&SPSID=647496&SPID=98900&DB_LANG=C&DB_OEM_ID=27900,"",No Data,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=209283339&SPSID=647496&SPID=98900&DB_LANG=C&DB_OEM_ID=27900,"",No Data,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=209289105&SPSID=647496&SPID=98900&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=209293714&SPSID=647496&SPID=98900&DB_LANG=C&DB_OEM_ID=27900,"",No Data,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=209298201&SPSID=647496&SPID=98900&DB_LANG=C&DB_OEM_ID=27900,"",No Data,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=209305266&SPSID=647496&SPID=98900&DB_LANG=C&DB_OEM_ID=27900,"",No Data,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=209311923&SPSID=647496&SPID=98900&DB_LANG=C&DB_OEM_ID=27900,"",No Data,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=209338662&SPSID=647496&SPID=98900&DB_LANG=C&DB_OEM_ID=27900,"",No Data,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=209222443&SPSID=644849&SPID=98900&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=207049061&SPSID=648764&SPID=96226&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=209313480&SPSID=647496&SPID=98900&DB_LANG=C&DB_OEM_ID=27900,"",No Data,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205434142&SPSID=640665&SPID=96224&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205404290&SPSID=640721&SPID=96231&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205725518&SPSID=640523&SPID=96219&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=207683960&SPSID=640665&SPID=96224&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205296477&SPSID=646949&SPID=100400&DB_LANG=C&DB_OEM_ID=27900,"",No Data,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205818488&SPSID=640532&SPID=96220&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205806759&SPSID=647500&SPID=96213&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205428307&SPSID=646950&SPID=100497&DB_LANG=C&DB_OEM_ID=27900,"",No Data,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205429032&SPSID=646950&SPID=100497&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205733299&SPSID=640523&SPID=96219&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205682919&SPSID=640523&SPID=96219&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=206837770&SPSID=640721&SPID=96231&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205819379&SPSID=646948&SPID=100297&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205712735&SPSID=640523&SPID=96219&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=206084104&SPSID=649049&SPID=98796&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205298990&SPSID=644756&SPID=98898&DB_LANG=C&DB_OEM_ID=27900,"",No Data,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205300702&SPSID=644756&SPID=98898&DB_LANG=C&DB_OEM_ID=27900,"",No Data,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205300904&SPSID=644756&SPID=98898&DB_LANG=C&DB_OEM_ID=27900,"",No Data,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205301411&SPSID=644756&SPID=98898&DB_LANG=C&DB_OEM_ID=27900,"",No Data,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=206612561&SPSID=649047&SPID=96231&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=206839264&SPSID=648759&SPID=98899&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=206838464&SPSID=648760&SPID=98897&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=206468628&SPSID=649049&SPID=98796&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=206840660&SPSID=647474&SPID=100396&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205425852&SPSID=646851&SPID=100397&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=207151164&SPSID=648759&SPID=98899&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=207411760&SPSID=648759&SPID=98899&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=206029260&SPSID=640532&SPID=96220&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=206468620&SPSID=648758&SPID=98898&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205350719&SPSID=646852&SPID=100401&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=207562762&SPSID=640701&SPID=96228&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205320424&SPSID=647487&SPID=100395&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=209295312&SPSID=640532&SPID=96220&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205426969&SPSID=646950&SPID=100497&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205350411&SPSID=640523&SPID=96219&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=206688679&SPSID=646083&SPID=100503&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205717943&SPSID=640523&SPID=96219&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205721733&SPSID=640523&SPID=96219&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205714173&SPSID=640449&SPID=96197&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205757360&SPSID=646079&SPID=100398&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205725587&SPSID=640701&SPID=96228&DB_LANG=C&DB_OEM_ID=27900,"",No Data,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=206679963&SPSID=646083&SPID=100503&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=206681362&SPSID=646083&SPID=100503&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=206692160&SPSID=646083&SPID=100503&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=206695488&SPSID=646083&SPID=100503&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=206697163&SPSID=646083&SPID=100503&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=206727769&SPSID=646083&SPID=100503&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205320084&SPSID=640484&SPID=96213&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=209283162&SPSID=644663&SPID=98995&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=207932960&SPSID=646951&SPID=100500&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205434037&SPSID=646851&SPID=100397&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205875262&SPSID=655351&SPID=98797&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205757661&SPSID=644663&SPID=98995&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=209261930&SPSID=640532&SPID=96220&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=206364581&SPSID=640665&SPID=96224&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=209214663&SPSID=640540&SPID=96220&DB_LANG=C&DB_OEM_ID=27900,"",No Data,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=209255642&SPSID=640532&SPID=96220&DB_LANG=C&DB_OEM_ID=27900,"",No Data,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=209261566&SPSID=640540&SPID=96220&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=209265740&SPSID=640540&SPID=96220&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=209273114&SPSID=640540&SPID=96220&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=209278001&SPSID=640540&SPID=96220&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=209283197&SPSID=640540&SPID=96220&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=209288766&SPSID=640540&SPID=96220&DB_LANG=C&DB_OEM_ID=27900,"",No Data,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=209293318&SPSID=640540&SPID=96220&DB_LANG=C&DB_OEM_ID=27900,"",No Data,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=209298362&SPSID=640540&SPID=96220&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=209304845&SPSID=640540&SPID=96220&DB_LANG=C&DB_OEM_ID=27900,"",No Data,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=209312061&SPSID=640540&SPID=96220&DB_LANG=C&DB_OEM_ID=27900,"",No Data,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=209337701&SPSID=640540&SPID=96220&DB_LANG=C&DB_OEM_ID=27900,"",No Data,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205567153&SPSID=640523&SPID=96219&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205687431&SPSID=640523&SPID=96219&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205702963&SPSID=640523&SPID=96219&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205707769&SPSID=640523&SPID=96219&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205434631&SPSID=644757&SPID=98899&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=209329887&SPSID=640449&SPID=96197&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=209370038&SPSID=640449&SPID=96197&DB_LANG=C&DB_OEM_ID=27900,"",No Data,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205731398&SPSID=640665&SPID=96224&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205295834&SPSID=644756&SPID=98898&DB_LANG=C&DB_OEM_ID=27900,"",No Data,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=209273623&SPSID=640532&SPID=96220&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=206816221&SPSID=646952&SPID=100499&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205846460&SPSID=640721&SPID=96231&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=209222767&SPSID=640532&SPID=96220&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=207564561&SPSID=646848&SPID=100295&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=207647460&SPSID=646950&SPID=100497&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205722671&SPSID=640523&SPID=96219&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=206737960&SPSID=646083&SPID=100503&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=209297484&SPSID=644849&SPID=98900&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=209296939&SPSID=640523&SPID=96219&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=207911772&SPSID=646951&SPID=100500&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=207934561&SPSID=646951&SPID=100500&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=207942466&SPSID=646951&SPID=100500&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=207946460&SPSID=646951&SPID=100500&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=207976095&SPSID=646951&SPID=100500&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205430348&SPSID=646851&SPID=100397&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=206667563&SPSID=647474&SPID=100396&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=209267219&SPSID=640532&SPID=96220&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205433255&SPSID=644662&SPID=98796&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205323975&SPSID=648171&SPID=100298&DB_LANG=C&DB_OEM_ID=27900,"",No Data,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205390367&SPSID=640449&SPID=96197&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=206574260&SPSID=646081&SPID=100496&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=206575402&SPSID=646081&SPID=100496&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=206652560&SPSID=647474&SPID=100396&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=206654760&SPSID=647474&SPID=100396&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=206656069&SPSID=647474&SPID=100396&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=206659860&SPSID=647474&SPID=100396&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=206661060&SPSID=647474&SPID=100396&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=206662360&SPSID=647474&SPID=100396&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=206670260&SPSID=647474&SPID=100396&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=206672765&SPSID=647474&SPID=100396&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=206674260&SPSID=647474&SPID=100396&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=206675961&SPSID=647474&SPID=100396&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=206677770&SPSID=647474&SPID=100396&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205436351&SPSID=646853&SPID=100298&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=209257171&SPSID=640532&SPID=96220&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=209268082&SPSID=644849&SPID=98900&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205428872&SPSID=644758&SPID=98797&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205733358&SPSID=640532&SPID=96220&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=207924071&SPSID=640662&SPID=96223&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=207936863&SPSID=640662&SPID=96223&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=209328860&SPSID=646086&SPID=100506&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205500651&SPSID=640667&SPID=96224&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=207111560&SPSID=644758&SPID=98797&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=209318851&SPSID=646086&SPID=100506&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205733307&SPSID=644849&SPID=98900&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205394992&SPSID=640449&SPID=96197&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205757478&SPSID=644664&SPID=98896&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=206808588&SPSID=640721&SPID=96231&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205429275&SPSID=640690&SPID=96226&DB_LANG=C&DB_OEM_ID=27900,"",No Data,3,14,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205435990&SPSID=640701&SPID=96228&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,3,14,2,,,,
