URL,Title,HTTP Status,Total Links,Page Authority,Number of Linking Root Domains,Facebook Shares,Facebook Likes,Twitter Shares,Google +1 Shares
http://www.finedesigns.com/organizations/naia.html?ATCLID=205301329&SPSID=640716&SPID=96230&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205292611&SPSID=640662&SPID=96223&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205293083&SPSID=640662&SPID=96223&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205293949&SPSID=640662&SPID=96223&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205298167&SPSID=640662&SPID=96223&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205345454&SPSID=644849&SPID=98900&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205428794&SPSID=640674&SPID=96225&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205291781&SPSID=640532&SPID=96220&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205293491&SPSID=640532&SPID=96220&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205293690&SPSID=640532&SPID=96220&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205301196&SPSID=640532&SPID=96220&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205346950&SPSID=640532&SPID=96220&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205290213&SPSID=640523&SPID=96219&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205297009&SPSID=640523&SPID=96219&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205301034&SPSID=640523&SPID=96219&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205346941&SPSID=640523&SPID=96219&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205346274&SPSID=646086&SPID=100506&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205346879&SPSID=646948&SPID=100297&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205326700&SPSID=640523&SPID=96219&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205384152&SPSID=640674&SPID=96225&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205401042&SPSID=640674&SPID=96225&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205293834&SPSID=640690&SPID=96226&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205346006&SPSID=640667&SPID=96224&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205290576&SPSID=649148&SPID=96224&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205296404&SPSID=640522&SPID=96218&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205300031&SPSID=640489&SPID=96213&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205588437&SPSID=640532&SPID=96220&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205696394&SPSID=640532&SPID=96220&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205290924&SPSID=640698&SPID=96227&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205291982&SPSID=640698&SPID=96227&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205293255&SPSID=640698&SPID=96227&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205346893&SPSID=640698&SPID=96227&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205326337&SPSID=647563&SPID=98995&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205326432&SPSID=647563&SPID=98995&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205326434&SPSID=647563&SPID=98995&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205326440&SPSID=647563&SPID=98995&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205350132&SPSID=647579&SPID=96197&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205301555&SPSID=644663&SPID=98995&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205346131&SPSID=640663&SPID=96223&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205400762&SPSID=640663&SPID=96223&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205400884&SPSID=640662&SPID=96223&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205407626&SPSID=640663&SPID=96223&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205408406&SPSID=647573&SPID=96223&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205415175&SPSID=640662&SPID=96223&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205421944&SPSID=640663&SPID=96223&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205424983&SPSID=647573&SPID=96223&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205434568&SPSID=640663&SPID=96223&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205414386&SPSID=640688&SPID=96226&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205424225&SPSID=640688&SPID=96226&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205343726&SPSID=647491&SPID=98896&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205345190&SPSID=647491&SPID=98896&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205980266&SPSID=648755&SPID=96230&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=206464447&SPSID=648755&SPID=96230&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=206531160&SPSID=648755&SPID=96230&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205326332&SPSID=644663&SPID=98995&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205585173&SPSID=640540&SPID=96220&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205299125&SPSID=640662&SPID=96223&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205301376&SPSID=648761&SPID=96223&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205296419&SPSID=640523&SPID=96219&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205350841&SPSID=646081&SPID=100496&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205293878&SPSID=640721&SPID=96231&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205297161&SPSID=640701&SPID=96228&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205302072&SPSID=640523&SPID=96219&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205400598&SPSID=647552&SPID=100395&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205435993&SPSID=640701&SPID=96228&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205688229&SPSID=644849&SPID=98900&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205713376&SPSID=644849&SPID=98900&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205426396&SPSID=646851&SPID=100397&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205394351&SPSID=646849&SPID=100399&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205389061&SPSID=647552&SPID=100395&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205395658&SPSID=646849&SPID=100399&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205379430&SPSID=647552&SPID=100395&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205293961&SPSID=640662&SPID=96223&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205301398&SPSID=640449&SPID=96197&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=207141860&SPSID=640701&SPID=96228&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205290735&SPSID=646950&SPID=100497&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205424567&SPSID=640690&SPID=96226&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205400547&SPSID=640716&SPID=96230&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205424328&SPSID=646848&SPID=100295&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=209295925&SPSID=640716&SPID=96230&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=209370361&SPSID=640716&SPID=96230&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205394668&SPSID=646849&SPID=100399&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205830280&SPSID=647552&SPID=100395&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205831978&SPSID=647552&SPID=100395&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205835652&SPSID=647552&SPID=100395&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205842013&SPSID=640716&SPID=96230&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205844886&SPSID=640701&SPID=96228&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205860970&SPSID=640721&SPID=96231&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205862667&SPSID=647474&SPID=100396&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205862770&SPSID=647474&SPID=100396&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205862839&SPSID=647552&SPID=100395&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205862913&SPSID=640721&SPID=96231&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205863399&SPSID=647552&SPID=100395&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205434310&SPSID=640701&SPID=96228&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205434884&SPSID=640701&SPID=96228&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205434940&SPSID=640701&SPID=96228&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205720098&SPSID=644849&SPID=98900&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205350845&SPSID=640665&SPID=96224&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205719136&SPSID=644849&SPID=98900&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=206085663&SPSID=644756&SPID=98898&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205399501&SPSID=646952&SPID=100499&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205393813&SPSID=647474&SPID=100396&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205394543&SPSID=647474&SPID=100396&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205395139&SPSID=647474&SPID=100396&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205396687&SPSID=647474&SPID=100396&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205395166&SPSID=647474&SPID=100396&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205423480&SPSID=646853&SPID=100298&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=209298168&SPSID=647474&SPID=100396&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=209301896&SPSID=647552&SPID=100395&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=209335182&SPSID=647552&SPID=100395&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=209361066&SPSID=647474&SPID=100396&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=209369475&SPSID=640716&SPID=96230&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=209369514&SPSID=640721&SPID=96231&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=209370246&SPSID=647552&SPID=100395&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=209385751&SPSID=647552&SPID=100395&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205896986&SPSID=640449&SPID=96197&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205434044&SPSID=644756&SPID=98898&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205424984&SPSID=646088&SPID=100502&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205429303&SPSID=646951&SPID=100500&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=207553900&SPSID=646848&SPID=100295&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205346788&SPSID=646079&SPID=100398&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205818694&SPSID=646086&SPID=100506&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205389416&SPSID=647474&SPID=100396&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=206633466&SPSID=646952&SPID=100499&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205726889&SPSID=640532&SPID=96220&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=206551860&SPSID=647474&SPID=100396&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205399698&SPSID=646078&SPID=100296&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205399098&SPSID=646078&SPID=100296&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=209378707&SPSID=647474&SPID=100396&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205389429&SPSID=640449&SPID=96197&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205718694&SPSID=644849&SPID=98900&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205726885&SPSID=644849&SPID=98900&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205704742&SPSID=644663&SPID=98995&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=209333035&SPSID=647552&SPID=100395&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205385112&SPSID=640449&SPID=96197&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205709160&SPSID=644663&SPID=98995&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205400852&SPSID=646952&SPID=100499&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=206329595&SPSID=647552&SPID=100395&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205818436&SPSID=646948&SPID=100297&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=209302376&SPSID=640523&SPID=96219&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205815064&SPSID=646086&SPID=100506&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=206419760&SPSID=647552&SPID=100395&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=209295543&SPSID=640523&SPID=96219&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205291811&SPSID=640662&SPID=96223&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=206480779&SPSID=640721&SPID=96231&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?SPSID=648852&SPID=100298&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205331422&SPSID=647589&SPID=100441&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=206329061&SPSID=647474&SPID=100396&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=206398376&SPSID=640721&SPID=96231&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205320321&SPSID=640679&SPID=96225&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205384192&SPSID=648190&SPID=100496&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205409541&SPSID=648258&SPID=100296&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205323985&SPSID=647658&SPID=100295&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=206931060&SPSID=640716&SPID=96230&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205320422&SPSID=640712&SPID=96230&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?SPSID=648753&SPID=100397&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205300449&SPSID=647552&SPID=100395&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205320198&SPSID=640712&SPID=96230&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205718529&SPSID=640716&SPID=96230&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205823806&SPSID=640716&SPID=96230&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=209222451&SPSID=640698&SPID=96227&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=206719864&SPSID=646078&SPID=100296&DB_LANG=C&DB_OEM_ID=27900,NAIA Store - Official NAIA Apparel,200,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=206277606&SPSID=640716&SPID=96230&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
http://www.finedesigns.com/organizations/naia.html?ATCLID=205890072&SPSID=640716&SPID=96230&DB_LANG=C&DB_OEM_ID=27900,"",No Data,2,13,2,,,,
